timestamps,pos_com_hist,pos_clear_hist,angmom_wb_hist
75.87699604,[-1.81821341  0.49076439  0.51934799],[-1.82062439e+00  3.24445023e-01  9.35636027e-04],[0.00876435 0.07667985 0.01284908]
75.9629972,[-1.81624874  0.59612462  0.5186251 ],[-1.81900164e+00  4.30045317e-01  2.24741414e-04],[ 0.00109128  0.0131324  -0.01284332]
76.04895806,[-1.81436702  0.7062044   0.51752024],[-1.81738414e+00  5.40565612e-01 -8.11317197e-04],[-0.0083034   0.0084627  -0.01195493]
76.13500547,[-1.81216062  0.82314096  0.53804536],[-1.81596755  0.6617231  -0.00861823],[0.05214074 0.25822109 0.04575867]
76.2209816,[-1.81042351  0.9620256   0.64110915],[-1.81291222  0.82046386 -0.00987074],[0.16404324 2.09498054 0.03290671]
76.30696535,[-1.80660135  1.19986181  0.84268381],[-1.81263932  1.05344917 -0.0123797 ],[ 0.39275033  2.81758032 -0.10221971]
76.39299059,[-1.80358733  1.37535394  1.04572507],[-1.80544386  1.45044979  0.16002416],[-0.06281475 -6.00006446  0.17086728]
76.47899437,[-1.79824316  1.47901404  1.25013173],[-1.79858029  1.72325458  0.50201219],[ 0.30727021 -2.08870603 -0.13877841]
76.56499267,[-1.79393721  1.68242339  1.39375036],[-1.78965708  1.76329188  0.708313  ],[-0.07336956 -0.88341206  0.10781442]
76.6509819,[-1.78943259  1.89834002  1.49458164],[-1.78103056  1.87299631  0.87725077],[-0.20603304 -1.97247413 -0.27428589]
76.73697186,[-1.78487973  2.08395106  1.54754029],[-1.7803313   2.01535108  0.9817137 ],[-0.12484991  0.66510306 -0.20420517]
76.82297897,[-1.78119967  2.24534848  1.58260238],[-1.77539904  2.15881033  0.99548212],[-0.18612659  1.29334276 -0.13155762]
76.90997553,[-1.77864693  2.40556918  1.58818889],[-1.76977169  2.27995711  0.99402113],[-0.23750477  2.14299958 -0.08262476]
76.99597502,[-1.7780839   2.57318734  1.57296249],[-1.76605852  2.40255572  0.9939528 ],[0.68158464 0.5675044  1.21562682]
77.08197379,[-1.78691836  2.73218969  1.55893945],[-1.76347715  2.56611659  0.98898112],[0.50579957 0.26105837 0.27794977]
77.16796875,[-1.79238054  2.89814466  1.5446464 ],[-1.78225053  2.73195499  0.98747261],[ 0.28675475  0.02628225 -0.24532822]
77.25397348,[-1.79389474  3.06185003  1.53201959],[-1.79691764  2.89857558  0.98502591],[-0.01372898 -0.02628235 -0.35750173]
77.33997321,[-1.79260984  3.22429149  1.5242187 ],[-1.80407099  3.06199287  0.98398286],[-0.02908859  0.01969496 -0.29456151]
77.42597151,[-1.78758719  3.38272835  1.51961672],[-1.8059625   3.21876153  0.98398667],[-0.18634534 -0.02740968 -0.48777917]
77.5119741,[-1.77890643  3.53606326  1.51727399],[-1.79981301  3.37165947  0.98323111],[-0.21061743 -0.10894939 -0.26341194]
77.59797406,[-1.77105292  3.68371709  1.51742297],[-1.78732298  3.51660207  0.98416719],[0.00595937 0.0671527  0.19780976]
77.68397927,[-1.76465059  3.82195648  1.51701118],[-1.77589933  3.65540065  0.98362064],[ 0.0431812  -0.16874916  0.11393451]
77.76997399,[-1.75914442  3.9503671   1.51935194],[-1.76760244  3.79029601  0.9833601 ],[ 0.04045409 -0.29403738  0.10619071]
77.85597658,[-1.75332084  4.07751929  1.52657873],[-1.76054959  3.93339242  0.98205117],[ 0.06816208 -0.22793614  0.05219731]
77.94197202,[-1.74716556  4.21106504  1.52765932],[-1.75581009  4.07634407  0.98173173],[ 0.0842705 -0.2273989  0.0386205]
78.02797389,[-1.7392929   4.3606795   1.52631487],[-1.75011921  4.23589418  0.98061198],[ 0.08629208 -0.57244277 -0.00370847]
78.11397719,[-1.72945385  4.52586503  1.52319768],[-1.74372138  4.40191379  0.9835338 ],[ 0.06412197  0.29664176 -0.02235984]
78.1999743,[-1.71730982  4.7066472   1.51931968],[-1.73657708  4.58019042  0.97042347],[ 0.11991463  0.6105603  -0.00061786]
78.28597164,[-1.70330351  4.89793968  1.46921277],[-1.73304998  4.8609849   0.7467541 ],[ 0.23130141  1.41266185 -0.01737086]
78.37197304,[-1.68464571  5.15517092  1.35914985],[-1.73029505  5.16764418  0.39645915],[-0.10475458  1.85026624  0.01429656]
78.4579711,[-1.68196927  5.25423397  1.05810028],[-1.72542553  5.38341365  0.04562478],[ 0.38235025 15.47752645 -0.30981869]
78.54397655,[-1.66880729  5.41835139  0.83765216],[-1.72775803  5.38392749 -0.01946433],[ 1.21227851 -8.02538832 -0.08850632]
78.62997389,[-1.64386819  5.58980862  0.68856537],[-1.72044259  5.42248108 -0.02253005],[ 0.3434051   2.39992468 -0.19694412]
78.71597362,[-1.60644834  5.74222256  0.59652397],[-1.69909772  5.57478719 -0.01964587],[-0.24023191 -0.43755605 -0.86101691]
78.80197358,[-1.55287425  5.89685529  0.52735875],[-1.65574758  5.74942671 -0.01828014],[-0.88291213 -1.62298426 -1.61709655]
78.88797522,[-1.49156948  6.04106592  0.49868132],[-1.58958044  5.90166181 -0.01871828],[-0.89727833 -0.87824773 -0.78765288]
78.97397113,[-1.43525138  6.17949916  0.50115078],[-1.51211473  6.01820218 -0.0125854 ],[-0.36191531  0.02985905  0.51511443]
79.05997515,[-1.38848443  6.31575421  0.5102761 ],[-1.44002099e+00  6.13560559e+00 -5.97725877e-03],[-0.12167298 -0.00687335  0.65232172]
79.14597082,[-1.34918113  6.44994156  0.51001869],[-1.37866272e+00  6.26053815e+00 -4.44010726e-03],[-0.10485505 -0.11995733  0.54060907]
79.23297334,[-1.31971012  6.58279213  0.50968324],[-1.32914368e+00  6.38758461e+00 -2.26536292e-03],[-0.05657732 -0.1576404   0.54148113]
79.31897926,[-1.30070445  6.71636444  0.51091253],[-1.29035794e+00  6.51807318e+00  8.03309005e-06],[-0.04881711 -0.07216704  0.52654656]
79.40497112,[-1.29362284  6.8483604   0.51226552],[-1.26270346e+00  6.64893033e+00  2.17693515e-03],[-0.03902699 -0.08767521  0.58681347]
79.49097109,[-1.29959434  6.97967811  0.51262324],[-1.24741374e+00  6.78043403e+00  4.17928220e-03],[-0.00319059 -0.11244593  0.66720833]
79.57697368,[-1.31951233  7.11052879  0.51332104],[-1.24471801e+00  6.91622005e+00  5.80492693e-03],[ 0.04506451 -0.16429016  0.74564674]
79.66297102,[-1.35386936  7.2403342   0.51330615],[-1.25733225e+00  7.05387638e+00  6.85756141e-03],[ 0.06956903 -0.18638152  0.76493763]
79.74897003,[-1.40111747  7.36873732  0.51376643],[-1.28649441  7.19348108  0.00762699],[ 0.08833846 -0.16795824  0.78397077]
79.83497357,[-1.4627814   7.49359143  0.5148672 ],[-1.33245669  7.33299081  0.0081749 ],[ 0.08907251 -0.18881896  0.72339118]
79.92097449,[-1.53836947  7.61228998  0.51432924],[-1.39470440e+00  7.46684818e+00  7.37119824e-03],[ 0.08567696 -0.11344284  0.67473543]
80.00696778,[-1.62455116  7.72620745  0.51468562],[-1.47056284  7.59525961  0.00761383],[ 0.07776396 -0.13979078  0.64332506]
80.09399772,[-1.72228727  7.83110382  0.51342972],[-1.55994042e+00  7.71652117e+00  5.80466976e-03],[ 0.07235695 -0.19708367  0.63942549]
80.17999625,[-1.83185102  7.92703706  0.51243872],[-1.66228016e+00  7.82986536e+00  4.39572231e-03],[ 0.06268205 -0.16952394  0.62964387]
80.26599717,[-1.95023181  8.01178454  0.51303084],[-1.77475779e+00  7.93149327e+00  4.57085585e-03],[ 0.067966   -0.12896927  0.63788805]
80.35195398,[-2.07753533  8.08643798  0.51191163],[-1.89668108e+00  8.02364033e+00  3.68771186e-03],[ 0.05780741 -0.09976216  0.64041694]
80.43899369,[-2.21235489  8.14867947  0.51255017],[-2.02750416e+00  8.10368321e+00  3.86974675e-03],[ 0.05078927 -0.07104376  0.62291717]
80.52497649,[-2.35522474  8.19590395  0.51384142],[-2.16769996e+00  8.17015557e+00  4.03074687e-03],[ 0.06048719 -0.14292224  0.66998813]
80.61098409,[-2.50428924  8.23119931  0.51423302],[-2.31830221e+00  8.22561682e+00  2.21939626e-03],[ 0.09372331 -0.16822862  0.70791145]
80.6969583,[-2.65881256  8.25251285  0.51313901],[-2.47735678e+00  8.26734959e+00  3.43014396e-04],[ 0.11826821 -0.22928547  0.71284679]
80.78300285,[-2.81780605  8.25672229  0.51268216],[-2.64318003e+00  8.29080874e+00 -5.57724373e-04],[ 0.15216552 -0.20367418  0.73576018]
80.8689971,[-2.98355057  8.24618767  0.51176769],[-2.81583289e+00  8.29689771e+00 -1.28222304e-03],[ 0.19040237 -0.06704525  0.74610733]
80.95500636,[-3.15156871  8.22262759  0.51241979],[-2.99040343e+00  8.28706533e+00 -8.63702586e-04],[ 0.22319584 -0.05647511  0.69624232]
81.04096222,[-3.31815527  8.186867    0.51279199],[-3.16359404e+00  8.26228496e+00 -1.55378051e-03],[ 0.21413251 -0.02652601  0.6135397 ]
81.12697697,[-3.47705122  8.14154673  0.51108025],[-3.32771246e+00  8.22493437e+00 -3.37977190e-03],[0.19581525 0.18026526 0.49289053]
81.21297336,[-3.6266292   8.08988588  0.50412321],[-3.48182844e+00  8.17858751e+00 -3.53920383e-03],[ 0.08458864 -0.34229449  0.27470942]
81.2989924,[-3.76473619  8.03272415  0.49033225],[-3.62514765  8.12175343 -0.00823741],[ 0.00250209 -0.35489776  0.17721563]
81.38500428,[-3.88550501  7.9714193   0.48448689],[-3.75097382  8.06596345 -0.01009357],[0.03797293 0.20938225 0.44085417]
81.47099304,[-3.99078051  7.90526625  0.4900486 ],[-3.86556268  8.00982014 -0.00990714],[0.08273249 0.54768317 0.53628234]
81.55696154,[-4.08124139  7.83575279  0.48930175],[-3.96588328  7.94929965 -0.01141512],[ 0.07166312 -0.31526643  0.5343138 ]
81.64400554,[-4.15982438  7.76121333  0.4917209 ],[-4.05578504  7.88315348 -0.01152813],[0.05885503 0.23306039 0.53064592]
81.72999811,[-4.22912607  7.68499487  0.49239641],[-4.13652483  7.81426599 -0.0117166 ],[ 0.05637765 -0.44003839  0.55482346]
81.81598186,[-4.28945355  7.6038344   0.49527018],[-4.20930374  7.74054773 -0.01152623],[0.07926442 0.29829811 0.63564982]
81.90196013,[-4.34143416  7.51932645  0.49583013],[-4.2757557   7.66199887 -0.01281062],[ 0.12881016 -0.46372067  0.68631446]
81.98799777,[-4.3869756   7.43000082  0.49617004],[-4.33439358  7.5776957  -0.01359496],[0.14522826 0.23049485 0.64969574]
82.07399511,[-4.42475169  7.3379216   0.49719814],[-4.38511222  7.48861909 -0.01399662],[ 0.18201061 -0.22889903  0.63141177]
82.15997887,[-4.45483343  7.24209553  0.49840539],[-4.42567204  7.39598531 -0.0131087 ],[0.131982   0.17666952 0.5225877 ]
82.24599957,[-4.47890528  7.14322764  0.50136616],[-4.45837502  7.2993537  -0.01214126],[0.1348193  0.09569005 0.44867499]
82.33200073,[-4.49893584  7.0409095   0.50194059],[-4.48515619  7.19829494 -0.0112942 ],[ 0.1306714  -0.19362126  0.37850334]
82.4179759,[-4.51490382  6.93184588  0.50412688],[-4.50676766  7.09021    -0.0105519 ],[0.10043306 0.13378151 0.29533053]
82.50397277,[-4.52901508  6.81713483  0.50478411],[-4.52385244  6.97717603 -0.00892404],[ 0.08206442 -0.30972771  0.23349968]
82.58996487,[-4.54098634  6.69510281  0.50603979],[-4.53788     6.85474668 -0.00964418],[0.05676537 0.60995945 0.1530414 ]
82.67599249,[-4.55158929  6.56690453  0.50579325],[-4.54881363  6.72636133 -0.0097773 ],[ 0.07247336 -0.24707849  0.08642744]
82.76196766,[-4.56071669  6.43258537  0.50660816],[-4.55818962  6.59163143 -0.00946907],[0.02125544 0.51586704 0.05340484]
82.84797072,[-4.56820266  6.29245779  0.50792412],[-4.566432    6.45236048 -0.00778099],[ 0.03986227 -0.35776258  0.05188225]
82.93397021,[-4.57468692  6.14705929  0.50830667],[-4.57349189  6.30749744 -0.00666134],[0.02612055 0.07357839 0.05877242]
83.01997876,[-4.58093818  5.99679318  0.509303  ],[-4.58039054e+00  6.15838663e+00 -5.88019561e-03],[ 0.01484955 -0.00833357  0.04052891]
83.10597205,[-4.58578989  5.84412867  0.50972392],[-4.58576214e+00  6.00727904e+00 -4.31024886e-03],[0.00996062 0.1451427  0.03356565]
83.19197035,[-4.58971188  5.68930384  0.51183046],[-4.59085969e+00  5.85241428e+00 -4.17688817e-03],[-0.00368352  0.35893383  0.03989433]
83.27797246,[-4.59258814  5.53347335  0.51006877],[-4.59481166e+00  5.69691148e+00 -4.72924773e-03],[ 0.03378465 -0.11441351  0.0705839 ]
83.36397791,[-4.59488526  5.37868723  0.51148981],[-4.59813196e+00  5.54240105e+00 -4.44683914e-03],[0.01535097 0.61030088 0.07028579]
83.44997096,[-4.59611072  5.22386626  0.51055067],[-4.60000028e+00  5.38776100e+00 -4.16739664e-03],[ 0.04800063 -0.44860053  0.07062556]
83.53597927,[-4.59661021  5.06872805  0.51212316],[-4.59998023e+00  5.23268766e+00 -3.43455598e-03],[0.02444172 0.29365813 0.02034313]
83.62197614,[-4.59849378  4.91232951  0.51331416],[-4.60036114e+00  5.07738784e+00 -2.37200613e-03],[ 0.02891876 -0.32124638  0.02164946]
83.70797038,[-4.59973717  4.75470918  0.51509036],[-4.60017745e+00  4.91992345e+00 -1.77925610e-03],[ 0.00812358  0.26439735 -0.01800046]
83.79397225,[-4.60087631  4.59529377  0.51526162],[-4.60017703e+00  4.76106487e+00 -1.90881244e-03],[ 0.01961016  0.01348735 -0.02351462]
83.87996936,[-4.60262281  4.4340876   0.51567683],[-4.60060359e+00  4.60027924e+00 -1.56012412e-03],[ 0.01622251  0.27223666 -0.01566184]
83.96597433,[-4.60468439  4.27059332  0.51733238],[-4.60157303e+00  4.43801582e+00 -6.24770635e-04],[-0.00497379  0.16789312 -0.02390851]
84.05196834,[-4.60771626  4.10535949  0.51720845],[-4.60334324e+00  4.27399504e+00  8.47176436e-04],[ 0.00835192 -0.18280315 -0.02426892]
84.13797259,[-4.61099116  3.93773983  0.51935929],[-4.60633834e+00  4.10603740e+00  7.61404131e-04],[-0.02297038  0.25943946 -0.03893009]
84.22397947,[-4.61462005  3.76745441  0.51838881],[-4.60975036e+00  3.93571539e+00  2.46238101e-04],[ 0.00563803 -0.10361186 -0.01668471]
84.30997586,[-4.61880627  3.59446669  0.51840049],[-4.61348626e+00  3.76383347e+00 -2.45294583e-04],[-0.00087215  0.38846074  0.02014245]
84.39595985,[-4.62317545  3.41975132  0.51804803],[-4.61743352e+00  3.58994712e+00 -5.01260686e-05],[ 0.02312731 -0.01598583  0.01346689]
84.48196745,[-4.62744541  3.24560775  0.51787203],[-4.62088532e+00  3.41717741e+00  2.46657122e-04],[ 0.01991382  0.58572281 -0.00405874]
84.56800008,[-4.63265336  3.07385859  0.51735747],[-4.62457262e+00  3.24611100e+00  5.88879974e-04],[ 0.04395177 -0.10646559  0.0061905 ]
84.65399456,[-4.63835638  2.90571753  0.51656211],[-4.62803503e+00  3.07824488e+00  1.35219248e-03],[ 0.0222678   0.20088135 -0.01619676]
84.74000359,[-4.64557734  2.74099777  0.51815723],[-4.63210213e+00  2.91331940e+00  3.25533615e-03],[-0.02953925  0.0112044  -0.13365178]
84.82599831,[-4.65455679  2.57963595  0.51587565],[-4.63862520e+00  2.75078911e+00  2.55919795e-03],[-0.04894356  0.20345771 -0.1347995 ]
84.91197896,[-4.66416495  2.42136789  0.51716229],[-4.64748056e+00  2.59203021e+00  3.36940260e-03],[-0.02287309  0.13309187 -0.09535389]
84.99799395,[-4.67454635  2.26503414  0.51743434],[-4.65827974e+00  2.43531448e+00  4.05632668e-03],[-0.02534554 -0.00849215 -0.04706011]
85.08396053,[-4.6850585   2.11027258  0.51911434],[-4.66975673e+00  2.27869982e+00  3.84282461e-03],[-0.05595825  0.68108299 -0.03685084]
85.16999555,[-4.69603095  1.95429563  0.51870351],[-4.68192045e+00  2.12103010e+00  3.90534985e-03],[-0.02138134 -0.49429237 -0.00430898]
85.25600433,[-4.7071244   1.7970305   0.51957932],[-4.69447762e+00  1.96343932e+00  4.08520930e-03],[-0.04602672  0.43632451  0.00956615]
85.34199715,[-4.71772142  1.63727467  0.51947976],[-4.70685720e+00  1.80277622e+00  3.50347093e-03],[-0.00141011 -0.23842979  0.04115137]
85.42796993,[-4.72816769  1.47518235  0.51957638],[-4.71894514e+00  1.64031463e+00  3.27896272e-03],[-0.00817154  0.61808074  0.02007063]
85.5139699,[-4.73772258  1.31049349  0.52206876],[-4.73042242e+00  1.47527937e+00  4.50169425e-03],[-0.00238912 -0.08243201  0.04155797]
85.59996915,[-4.74693766  1.14348108  0.52338847],[-4.74146289  1.30747652  0.00571228],[-0.00531251  0.24145216  0.05700668]
85.6859715,[-4.75563949  0.97427756  0.52608381],[-4.75171005  1.13853762  0.00747686],[0.00170565 0.26364204 0.06437822]
85.7719686,[-4.76310563  0.80300063  0.5267823 ],[-4.76043216  0.96820442  0.00960591],[0.02066828 0.01321039 0.07063719]
85.85800338,[-4.76922579  0.63112947  0.5289018 ],[-4.76798535  0.79751114  0.01099472],[-0.00820555  0.32371461  0.06461504]
85.94395995,[-4.77389486  0.46015907  0.52927352],[-4.77393939  0.6279612   0.01307613],[ 0.03551465 -0.36277483  0.0902754 ]
86.02997184,[-4.77761085  0.29183925  0.5308327 ],[-4.77840286  0.46016865  0.01338288],[0.04513421 0.5816349  0.06862905]
86.11597681,[-4.78069681  0.12878978  0.52934206],[-4.78201437  0.29468357  0.01452464],[-0.14941981 -0.23070546 -0.40238   ]
86.20197248,[-4.78512555 -0.0296221   0.52618954],[-4.78339001  0.13024867  0.01445618],[-0.35347726  0.07922258 -0.45401899]
86.28797054,[-4.78557471 -0.18030125  0.52590148],[-4.7948234  -0.0245864   0.01592225],[-0.14449604 -0.26902723  0.2591187 ]
86.37397218,[-4.7791275  -0.32466988  0.52837518],[-4.80475463 -0.17239122  0.01808478],[-0.1054504  -0.03102124  0.27799333]
86.45996737,[-4.7649523 -0.4635242  0.5308556],[-4.80678803 -0.3165803   0.01901356],[-0.10233019 -0.12672686  0.37388997]
86.54597116,[-4.74215596 -0.59690362  0.53061683],[-4.80230192 -0.4574353   0.01923427],[-0.07405539 -0.08700175  0.47362543]
86.63196969,[-4.70886607 -0.72550908  0.53016445],[-4.78787395 -0.59552041  0.01954675],[-0.05224962 -0.08207445  0.54066109]
86.71897388,[-4.66516899 -0.85083652  0.53049646],[-4.7630562  -0.73105366  0.02087998],[-0.00405769 -0.1005209   0.63249879]
86.80497169,[-4.60818624 -0.97177441  0.53106724],[-4.72489479 -0.86565393  0.02216854],[ 0.01911256 -0.12690694  0.67415297]
86.89096856,[-4.53918004 -1.08834969  0.53122776],[-4.67303168 -0.99731553  0.02336407],[ 0.0298626  -0.16735444  0.697022  ]
86.976969,[-4.45704477 -1.19882238  0.53240936],[-4.60612543 -1.12450254  0.02507291],[ 0.04217362 -0.17370868  0.71802805]
87.06297255,[-4.36230925 -1.30183677  0.53341604],[-4.52427699 -1.2466198   0.02541491],[ 0.05202491 -0.15775925  0.74279364]
87.14897275,[-4.25607685 -1.39618551  0.53391479],[-4.42785587 -1.36098137  0.02557213],[ 0.0779078  -0.15658506  0.75712174]
87.2349751,[-4.13813748 -1.47995806  0.53439899],[-4.31749313 -1.46496172  0.02594889],[ 0.07353997 -0.18071616  0.73331859]
87.3209753,[-4.01048457 -1.55239757  0.53422836],[-4.19420582 -1.55836807  0.02509394],[ 0.09172858 -0.21815502  0.73218704]
87.40700078,[-3.87422755 -1.61222443  0.53336744],[-4.0592597  -1.63881342  0.02381708],[ 0.10356523 -0.22503514  0.73538952]
87.49299312,[-3.7308975  -1.65782632  0.53436121],[-3.91448121 -1.70435838  0.02393661],[ 0.1352634  -0.15932482  0.75039923]
87.57899523,[-3.58033641 -1.69043946  0.53500328],[-3.75835747 -1.75491937  0.02267754],[ 0.18849088 -0.29328098  0.81013673]
87.66499519,[-3.42154289 -1.70981046  0.53613865],[-3.59445114 -1.78781424  0.02282868],[ 0.21352176 -0.18721837  0.75993352]
87.75095892,[-3.25734441 -1.71491671  0.53809969],[-3.42480155 -1.80266127  0.02369539],[ 0.23745998 -0.09334553  0.70878887]
87.83695936,[-3.09293058 -1.70762292  0.53902493],[-3.255399   -1.80032071  0.02421492],[0.25697349 0.01135572 0.60699574]
87.92497778,[-2.92988818 -1.68848495  0.53934938],[-3.08932646 -1.78257816  0.02496912],[0.21247438 0.06908672 0.45425023]
88.01097727,[-2.77438798 -1.66177771  0.53516561],[-2.93254188 -1.7561388   0.02776368],[ 0.09277974 -0.17096077  0.30752609]
88.09696889,[-2.63139933 -1.62949357  0.52458407],[-2.78697143 -1.72383477  0.02647232],[ 0.07392491 -0.10480418  0.29585174]
88.18297338,[-2.50904029 -1.5920499   0.52480016],[-2.66252178 -1.69027706  0.02726811],[0.09548018 0.18772772 0.35340862]
88.26897264,[-2.40590171 -1.55236581  0.53021533],[-2.55480314 -1.65595439  0.02737563],[0.11117939 0.43055195 0.41676724]
88.35499644,[-2.31916964 -1.51145207  0.53077755],[-2.4625776  -1.62045727  0.02507987],[ 0.12090299 -0.29080545  0.45914749]
88.44096422,[-2.24822488 -1.46924978  0.53361784],[-2.38529558 -1.58410443  0.02401101],[0.11219348 0.24968587 0.49313058]
88.52699399,[-2.18837273 -1.42619239  0.53665347],[-2.31879359 -1.54703813  0.02331892],[ 0.11076441 -0.07577373  0.4937841 ]
88.61296129,[-2.13671777 -1.38229205  0.53758813],[-2.26103502 -1.50904543  0.02262288],[0.0886973  0.13286889 0.48502519]
88.69899535,[-2.09235593 -1.33689243  0.53867624],[-2.21008148 -1.47080398  0.02168727],[0.09110453 0.03868276 0.49672991]
88.78496981,[-2.05330034 -1.29055366  0.53771236],[-2.16303111 -1.43026545  0.02017925],[ 0.10133935 -0.19408965  0.47593884]
88.87097192,[-2.01884642 -1.24252879  0.53820712],[-2.1204089 -1.387975   0.0188854],[0.08813499 0.31624158 0.47535639]
